date_column,site,category,brand,model_name,product_title,price_egp,os,ram_gb,storage,screen_size_in,resolution,refresh_rate_hz,cpu_speed_ghz,connectivity_technology,cpu_model,color,wireless_carrier,cellular_technology,all_reviews,rate,discount,product_url,image_url,asin,batteries,model_number
9/16/2024,amazon_egy,mobile phones,realme,note 50,realme note 50 dual sim 64gb rom + 3gb ram (gsm only | no cdma) factory unlocked 4g/lte smartphone (midnight black) - international version,,android,3 gb,64 gb,6.74 inches,,,1.8 ghz,"bluetooth, wi-fi",snapdragon,,unlocked for all carriers,lte,"[{'reviewer': 'أيمن دنقل', 'rating': '5.0 ', 'date': 'reviewed in egypt on 7 september 2024', 'review': 'منتج ممتاز\nread more'}, {'reviewer': '٥٠٪', 'rating': '1.0 ', 'date': 'reviewed in egypt on 8 august 2024', 'review': 'الجهاز إمكانياته رديئه\nread more'}, {'reviewer': 'stormy', 'rating': '4.0 ', 'date': 'reviewed in egypt on 6 july 2024', 'review': 'موبايل فوق الممتاز بالنسبة للسعر ويعيبه فقط جودة الكاميرا .\nread more'}, {'reviewer': 'البائع غير امين والمنتج غير مطابق ارجو من يستلم من هذا البائع الحظر منه', 'rating': '1.0 ', 'date': 'reviewed in egypt on 2 july 2024', 'review': 'انصح عدم شراء هذا المنتج\nread more'}, {'reviewer': 'cliente amazon', 'rating': '5.0 ', 'date': 'reviewed in italy on 19 august 2024', 'review': 'contenta di tutto...ho acquistato un cellulare per mio figlio...il prodotto è eccellente e la celerità di amazon impeccabile! ordinato ieri..ricevuto oggi!!!  voto:100\nread more'}]",3.8,,https://www.amazon.eg/-/en/realme-Factory-Unlocked-Smartphone-Midnight/dp/B0D1GKRX6Y/ref=sr_1_15?dib=eyJ2IjoiMSJ9.ESuG0wU7gFJe36ODf9jPQcWWTfE_f4dOgf9pJx-dydDicHbRRXRenBPbJoEkpshwfgln-uvrDfX6g-tdU7A0SWqrn85pauf4BF4s8UzrrZz1-DAVPZK6VYL9Vdok3Bfdu6CL17Tft14QoB-oOn0ZJPjhLo004GcAF9XStpo6VgAycVWkL1ZtZTMirmggps1TrtwkQ-YBi29pMBKu-9SsCqRP5rMRpk1P8QT6aerxxOCvMHD2JoKV-J7YIFgntrJcq06TJumD0PevKEKwakp5V-VisQc0WMX3OIArZ-qYjyU.Lhy0eu_NBwoLOnZEzLA8WM_SfjHxy8_Pxyj55xNY_OI&dib_tag=se&qid=1726502600&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-15,https://m.media-amazon.com/images/I/71Nz2YzAtJL.__AC_SX300_SY300_QL70_ML2_.jpg,b0d1gkrx6y,1 lithium polymer batteries required. (included),rmx3834
9/16/2024,amazon_egy,mobile phones,xiaomi,poco f6,"xiaomi poco f6 5g + 4g lte 512gb + 12gb global version unlocked 6.67"" 120hz 50mp triple camera (tmobile mint tello & global) + (w/fast car 51w bundle) (black)",20499,powered by xiaomi hyperos,12gb,512 gb,6.67 inches,,,,,,black,unlocked,,"[{'reviewer': 'عبدالرحمن احمد محمد', 'rating': '5.0 ', 'date': 'reviewed in egypt on 2 august 2024', 'review': 'المعالج تصميم الجهاز  المساحه و الرام\nread more'}]",5,5,https://www.amazon.eg/-/en/Xiaomi-Global-Version-Unlocked-Tmobile/dp/B0D4ZMNMZB/ref=sr_1_102?dib=eyJ2IjoiMSJ9.72nOmjVp3ctLRcelfnhgQxYabDfFN55_ZanMTnGMm4KYIp2xqHBZ_OilDNsqYyMrJFvGe9ehix7LNrhd50CDaaNDno6efFG7C_mnXHZV3pnPh5qk7R0-rW8LGfx4kRY5AfLfAC4edwfWbnFsGVTsFmKlVlkLWOltIQW00orHgYE6VGg0HrNBlywF3DoPgNX_GCyiBk1xVmOXzrMegCtSTZZNHzMGdD6oqbbcP6uX89rdfvW570z4jbDi3PzfpzoB75upa320P32UyGr8zwt8GirWzAzuQwIrUweP_1rW62s.NeZQ6AXXEkFypzsPphuOt5TlaQklP1_Xasqo3n_-rGE&dib_tag=se&qid=1726502650&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-102,https://m.media-amazon.com/images/I/61INobkIIYL.__AC_SX300_SY300_QL70_ML2_.jpg,b0d4zmnmzb,1 lithium ion batteries required. (included),mzb0bmqeu
9/16/2024,amazon_egy,mobile phones,nokia,g60 5g,"nokia g60 5g smartphone, 6.58' hd+ 120hz display, 50mp ai rear camera, 8mp front camera, 6gb ram,128gb storage - grey",8199,android 12.0,6 gb,128 gb,6.58 inches,2160 x 1080,120,2.4 ghz,"bluetooth, wi-fi, nfc",snapdragon,grey,bluetoothwi fi,,"[{'reviewer': 'youssef ashraf', 'rating': '5.0 ', 'date': 'reviewed in egypt on 30 june 2024', 'review': 'extremely great phone for its price, with an exceptional performance.only issues would be that 4k video capabilities are missing in addition to the lack of screen protectors and protective cases in the market.\nread more'}, {'reviewer': 'michelnaiem', 'rating': '5.0 ', 'date': 'reviewed in egypt on 22 january 2024', 'review': 'سلس وخفيف الوزن\nread more'}, {'reviewer': 'sally nahass', 'rating': '4.0 ', 'date': 'reviewed in egypt on 21 september 2023', 'review': 'we need accessories for that phone cases and screens\nread more'}, {'reviewer': 'safwat', 'rating': '1.0 ', 'date': 'reviewed in egypt on 5 january 2024', 'review': 'للاسف خامات التصنيع ضعيفة وغير متاح له جراب في السوق لحمايته والشاشة اتكسرت وغير متاح تصليحها ولما بعمل مكالمة مفيش سينسور يقفل الشاشة\nread more'}, {'reviewer': 'mostafa sherif', 'rating': '5.0 ', 'date': 'reviewed in egypt on 1 october 2023', 'review': ""there's charger (20w) & headphones in the box which was a welcome surprise.\nread more""}]",4,,https://www.amazon.eg/-/en/Nokia-smartphone-display-camera-storage/dp/B0BFDQRHT5/ref=sr_1_93?dib=eyJ2IjoiMSJ9.yHKRFKgpIWA7FpQ_8Lr1e0Ov95xvpKR_9BDGFxCvz0dZNUcASMv4fZhnYFfrCcKkWLh7HzTGwd_JmJmYW25Uf2rx4KA9atcAY3pX8To-Sjtufd2YdscXPP7wRN3a1hPIrADBW5XDndQIvYM58CojUSvlvGxgJk41jmGfjoD4Rwv4jQY3qCYRzAj8mOsYDzv6vaSn-W4yz4t1QVZ_xqCGsUf_tYebbk_iV-MgbBWdNlK_hBtWA2NNFiBxGIxtWQPIZCbUsjdHktRYiJ_V9w_80PJDplWlEcIk8puqShB3mTc._x9Ytd0eCfiwJKRpLoLJyq4BTNzQxPIfSaOhLDvc4nU&dib_tag=se&qid=1726502646&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-93,https://m.media-amazon.com/images/I/61kGZOncTpL.__AC_SY300_SX300_QL70_ML2_.jpg,b0bfdqrht5,1 lithium polymer batteries required. (included),101q7505h039
9/16/2024,amazon_egy,mobile phones,infinix,hot 30i,infinix hot 30i x669c dual sim 4gb ram+128gb rom (6.56 inches) (4g) - (diamond white),4838,android 11.0,8 gb,128 gb,6.56 inches,1080 x 2400,70,,,snapdragon,,china mobile,,"[{'reviewer': 'asser1989', 'rating': '5.0 ', 'date': 'reviewed in egypt on 7 february 2024', 'review': 'ممتاز و تلفون وصل ف المعاد و تغليف رائع  و سعر رائع مقابل امكانياته\nread more'}, {'reviewer': 'acc.mahmoud.k', 'rating': '1.0 ', 'date': 'reviewed in egypt on 29 march 2024', 'review': 'كنت فاكر راماته كويسه زي ما مكتوب ولأن طلع ضيف جدا وبيعلق ويهنجبطاريه كويسهكاميرا تعبانه جدااضائه ممتازهمعالج زفت\nread more'}, {'reviewer': 'هاتف مميز جدا', 'rating': '3.0 ', 'date': 'reviewed in egypt on 12 january 2024', 'review': 'الشاحن بتاع\nread more'}, {'reviewer': 'أنس محمد خالد السيد', 'rating': '1.0 ', 'date': 'reviewed in egypt on 8 january 2024', 'review': 'الموبايل جيبته فكان في بيجي بيلعب ٢٠ فريم أحيه\nread more'}, {'reviewer': 'عادل', 'rating': '5.0 ', 'date': 'reviewed in egypt on 3 february 2024', 'review': 'سعر مناسب ومعاه جراب وسكرينة وشاحن وسماعة فى العلبة\nread more'}]",3.6,,https://www.amazon.eg/-/en/Infinix-30i-X669C-128GB-Inches/dp/B0CB1LZQT5/ref=sr_1_225?dib=eyJ2IjoiMSJ9.fkG7xqACeHa3VkT_X2Jfb20fRYOWV2XltkfeAsB9oaVMDUjSYJnI0JDRA-OxMmyJ2TpZilNs_wYvemJ5DLJ6ziwWH0ZYEpiYBJi6nvV2Z8saiJpky6UErDmNCKTRfrKR8G_xoFr1mKkTXfGTJG6GSWzZ8i9L7yfYLZmUCZuDqkDa5mg4vKLpAPdpj62w2MKZW6QhEjUb4B6zvieOixEBxvboMfMffHI9f_8QOavWIjq7VPYnG4-H3yPQK6f0SfFVjr11UYlqxN91xxNcUuL0aiL_225uTGe9vcpX8GETdKs.bvSb5eDKil8HB6pvt6P7sioH5nshGfB8zA395cCVTFM&dib_tag=se&qid=1726502663&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-225,https://m.media-amazon.com/images/I/61SotRWFi8L.__AC_SX300_SY300_QL70_ML2_.jpg,b0cb1lzqt5,,hot 30i
9/16/2024,amazon_egy,mobile phones,samsung,fold 5,"samsung galaxy z fold5 android smartphone, 12gb ram, 256gb rom, phantom black - 1 year warranty",55990,android 13.0,12 gb,256 gb,7.6 inches,1812 x 2176,70,2.8 ghz,usb,snapdragon,phantom black,cellular,,"[{'reviewer': 'user-mcqa9w', 'rating': '5.0 ', 'date': 'reviewed in egypt on 21 january 2024', 'review': 'very nice product, in fact best phone i used\nread more'}, {'reviewer': 'abdoumohamed', 'rating': '5.0 ', 'date': 'reviewed in egypt on 7 april 2024', 'review': 'شريحتان ام شريحة والثانى اكترونية\nread more'}, {'reviewer': 'لا في عيوب هو أفضل ايفون أنصح الجميع بااڜراء', 'rating': '5.0 ', 'date': 'reviewed in egypt on 14 october 2023', 'review': 'الشاشه والتليفون\nread more'}, {'reviewer': 'nakia', 'rating': '2.0 ', 'date': 'reviewed in egypt on 13 july 2024', 'review': ""previous owner did not clear their information and number from phone . it's been such a hassle\nread more""}, {'reviewer': 'zahid shah', 'rating': '1.0 ', 'date': 'reviewed in saudi arabia on 23 march 2024', 'review': ""phone is getting to hot while charging and video calls.battery timing is 4 hours only if continue using.it's feels like samsung a03  phone.i think i made a wrong decision to buy expensive phone.huge mistake to buy this item.my advise don't buy...only waste of money.!!i contact to seller and samsung company, both refuse to replace or refund.\nread more""}]",4.2,24,https://www.amazon.eg/-/en/Samsung-Galaxy-Android-Smartphone-Phantom/dp/B0CC9VZDVS/ref=sr_1_150?dib=eyJ2IjoiMSJ9.tko8oVB9Y7zau6Nlv7xA3F9-ITxHeByBvLJAn6zLmTrhxzS2LynHFZlpdkWiNzd9Aze4D2jKV0BjTLQq9HEVcTVCBjaFBwAKtxLWrsRuANPLn4wyseyfY9YTiGHO7jfSpSTS5s1qqgy3krLRt2bZ_h2LZSEWd5spzkr-BiljItSdEbwftamJuKzoQ7t-txExu2RZLmLNVHsFjTKfkbkXNKwJzplFS4ILz8CwLFHq-SROPkVZe-KurUOWGpN-Au8PXmHqPhC1YGeYXxfCUDvClYKJfl5NFmS8NFSoqItI4WI.LcGUNWfGc8i5BGezUSF9jeY50NJweKpnIO48XlZ7ohI&dib_tag=se&qid=1726502654&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-150,https://m.media-amazon.com/images/I/7102NAlM6FL.__AC_SX300_SY300_QL70_ML2_.jpg,b0cc9vzdvs,,sm-f946bzkdmea
9/16/2024,amazon_egy,mobile phones,honor,magic5 pro 12 plus512 m,honor magic5 pro 12+512 meadow green,37950,android 10.0,12 gb,12 gb,6.81 inches,3840 x 2160,120,,,snapdragon,,unlocked for all carriers,,"[{'reviewer': 'ashraf', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 7 november 2023', 'review': 'actually the mobile is amazing\nread more'}, {'reviewer': 'للاسف لم احصل على الهديه بينما في الصوره يحتوي على هديه', 'rating': '4.0 ', 'date': 'reviewed in saudi arabia on 1 october 2023', 'review': 'جيدا جدا واتعبني بنقل محادثات واتساب اعمال من هواوي\nread more'}, {'reviewer': 'ابوزايد', 'rating': '2.0 ', 'date': 'reviewed in saudi arabia on 20 january 2024', 'review': 'لا انصح به\nread more'}, {'reviewer': 'emad al-saba', 'rating': '1.0 ', 'date': 'reviewed in saudi arabia on 14 september 2023', 'review': 'لم يكن بحالة جيدة وجاري الارجاع\nread more'}]",3.8,,https://www.amazon.eg/-/en/HONOR-Magic5-Pro-Meadow-Green/dp/B0C573LN19/ref=sr_1_165?dib=eyJ2IjoiMSJ9.tko8oVB9Y7zau6Nlv7xA3F9-ITxHeByBvLJAn6zLmTrhxzS2LynHFZlpdkWiNzd9Aze4D2jKV0BjTLQq9HEVcTVCBjaFBwAKtxLWrsRuANPLn4wyseyfY9YTiGHO7jfSpSTS5s1qqgy3krLRt2bZ_h2LZSEWd5spzkr-BiljItSdEbwftamJuKzoQ7t-txExu2RZLmLNVHsFjTKfkbkXNKwJzplFS4ILz8CwLFHq-SROPkVZe-KurUOWGpN-Au8PXmHqPhC1YGeYXxfCUDvClYKJfl5NFmS8NFSoqItI4WI.LcGUNWfGc8i5BGezUSF9jeY50NJweKpnIO48XlZ7ohI&dib_tag=se&qid=1726502654&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-165,https://m.media-amazon.com/images/I/61gf3WPvl7L.__AC_SX300_SY300_QL70_ML2_.jpg,b0c573ln19,1 lithium polymer batteries required. (included),5109aqqn
9/16/2024,amazon_egy,mobile phones,realme,c63,realme c63 dual sim 6gb ram 128gb 4g (leather blue) - middle east version,6395,"android 14, realme ui 5.0",6 gb,128 gb,,,,,,,leather blue,stc,4g,"[{'reviewer': 'محمود', 'rating': '1.0 ', 'date': 'reviewed in egypt on 20 august 2024', 'review': 'فى خاصية fnc\nread more'}, {'reviewer': 'snarl', 'rating': '5.0 ', 'date': 'reviewed in egypt on 20 august 2024', 'review': 'جهاز ممتاز زي مواصفات شاومي ريدمي نوت 12 و13 وبسعر منافس\nread more'}]",3,,https://www.amazon.eg/-/en/Realme-Dual-128GB-Leather-Blue/dp/B0D8DQY6ND/ref=sr_1_110?dib=eyJ2IjoiMSJ9.72nOmjVp3ctLRcelfnhgQxYabDfFN55_ZanMTnGMm4KYIp2xqHBZ_OilDNsqYyMrJFvGe9ehix7LNrhd50CDaaNDno6efFG7C_mnXHZV3pnPh5qk7R0-rW8LGfx4kRY5AfLfAC4edwfWbnFsGVTsFmKlVlkLWOltIQW00orHgYE6VGg0HrNBlywF3DoPgNX_GCyiBk1xVmOXzrMegCtSTZZNHzMGdD6oqbbcP6uX89rdfvW570z4jbDi3PzfpzoB75upa320P32UyGr8zwt8GirWzAzuQwIrUweP_1rW62s.NeZQ6AXXEkFypzsPphuOt5TlaQklP1_Xasqo3n_-rGE&dib_tag=se&qid=1726502650&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-110,https://m.media-amazon.com/images/I/81g0zd+E2tL._AC_SY300_SX300_.jpg,,,
9/16/2024,amazon_egy,mobile phones,honor,x7b,honor x7b 6-256 black,8595,android 13.0,6 gb,256 gb,6.8 inches,,120,,usb,snapdragon,midnight black,china mobile,4g,"[{'reviewer': 'user-mhbgw7', 'rating': '5.0 ', 'date': 'reviewed in egypt on 5 september 2024', 'review': 'موبايل ممتاز رامات ٦ جيجا تربو بتطلع ١٢ جيجا في الألعاب والبرامج التقيله شاشه ٦.٧ بوصه واضحة جداّ بألوان ساطعة عالية الدقه ذاكرة داخليه ٢٥٦ جيجا وسيستم الموبايل حاجز ٢٤ جيجا من المساحة الاجماليه الكاميرا ١٠٨ ميجا واضحه جدا زووم ٨x بطاريه ٦٠٠٠ امبير وشاحن سريع  ٣٣ وات وكابل usb بمخرج c العلبه تحتوي على جراب شفاف سيلكون واسكرينه ودبوس والشاحن و الكابل وكتيب التشغيل وبطاقة الضمان اللون الاسود الموبايل يدعم كل خدمات جوجل ونسخة اندرويد ١٣ ومتاح تحديث اندرويد ١٤ بعد تشغيل الموبايل مباشرة\nread more'}]",5,,https://www.amazon.eg/-/en/HONOR-6936520833283-Honor-6-256-BLACK/dp/B0CVHD376T/ref=sr_1_103?dib=eyJ2IjoiMSJ9.72nOmjVp3ctLRcelfnhgQxYabDfFN55_ZanMTnGMm4KYIp2xqHBZ_OilDNsqYyMrJFvGe9ehix7LNrhd50CDaaNDno6efFG7C_mnXHZV3pnPh5qk7R0-rW8LGfx4kRY5AfLfAC4edwfWbnFsGVTsFmKlVlkLWOltIQW00orHgYE6VGg0HrNBlywF3DoPgNX_GCyiBk1xVmOXzrMegCtSTZZNHzMGdD6oqbbcP6uX89rdfvW570z4jbDi3PzfpzoB75upa320P32UyGr8zwt8GirWzAzuQwIrUweP_1rW62s.NeZQ6AXXEkFypzsPphuOt5TlaQklP1_Xasqo3n_-rGE&dib_tag=se&qid=1726502650&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-103,https://m.media-amazon.com/images/I/51NKoR5aAgL.__AC_SX300_SY300_QL70_ML2_.jpg,b0cvhd376t,1 lithium polymer batteries required. (included),6.93652E+12
9/16/2024,amazon_egy,mobile phones,honor,x6a,"honor x6a mobile phone unlocked, 6.5-inch 90hz fullview display, 4gb+128gb, 5200 mah long-lasting battery, 50mp triple camera, android 13, sky silver",,android 13.0,4 gb,4 gb,6.57 inches,,90,,"bluetooth, wi-fi",snapdragon,,unlocked for all carriers,4g,"[{'reviewer': 'سي جدا قمت بارجع المنتج ولم يرد المبلغ', 'rating': '1.0 ', 'date': 'reviewed in egypt on 7 march 2024', 'review': 'المتسبب في تبادل الشحنه حسبي الله ونعم الوكيل\nread more'}, {'reviewer': 'جوال ممتاز جدا وسعره مناسب انصح بشراؤه', 'rating': '5.0 ', 'date': 'reviewed in saudi arabia on 29 july 2024', 'review': 'جهاز مناسب من ناحية السعر ومن ناحيه انه جهاز عملي\nread more'}, {'reviewer': 'ahmed salama', 'rating': '4.0 ', 'date': 'reviewed in the united arab emirates on 16 april 2024', 'review': 'perfect as a gift, decent quality, amazing features.\nread more'}, {'reviewer': 'ابو ا.', 'rating': '4.0 ', 'date': 'reviewed in saudi arabia on 1 august 2024', 'review': 'جميل\nread more'}, {'reviewer': 'maryam space', 'rating': '3.0 ', 'date': 'reviewed in saudi arabia on 11 june 2024', 'review': 'لاصحاب الدخل المحدود او لطفل لسه صغير وخايف تشيله جوال غالي اظنه يفي بالغرض تماماالتصوير جيد جدا مقارنة بالسعرويوجد كل الخدمات الموجودة باي جهاز سامسونج عاديوشحنه سريع والانترنت مايقطع\nread more'}]",4.2,,https://www.amazon.eg/-/en/HONOR-Unlocked-6-5-Inch-Fullview-Long-lasting/dp/B0CGLX9PPM/ref=sr_1_162?dib=eyJ2IjoiMSJ9.tko8oVB9Y7zau6Nlv7xA3F9-ITxHeByBvLJAn6zLmTrhxzS2LynHFZlpdkWiNzd9Aze4D2jKV0BjTLQq9HEVcTVCBjaFBwAKtxLWrsRuANPLn4wyseyfY9YTiGHO7jfSpSTS5s1qqgy3krLRt2bZ_h2LZSEWd5spzkr-BiljItSdEbwftamJuKzoQ7t-txExu2RZLmLNVHsFjTKfkbkXNKwJzplFS4ILz8CwLFHq-SROPkVZe-KurUOWGpN-Au8PXmHqPhC1YGeYXxfCUDvClYKJfl5NFmS8NFSoqItI4WI.LcGUNWfGc8i5BGezUSF9jeY50NJweKpnIO48XlZ7ohI&dib_tag=se&qid=1726502654&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-162,https://m.media-amazon.com/images/I/61PaGqEFgnL.__AC_SX300_SY300_QL70_ML2_.jpg,b0cglx9ppm,1 lithium polymer batteries required. (included),wdy-lx2
9/16/2024,amazon_egy,mobile phones,realme,c53,realme c53 dual-sim 128gb rom + 6gb ram 4g (champion gold) - middle east version,6395,android 10.0,6 gb,128 gb,6.72 inches,1080 x 2400,90,,,snapdragon,,unlocked for all carriers,,"[{'reviewer': 'محمود سمير', 'rating': '5.0 ', 'date': 'reviewed in egypt on 5 march 2024', 'review': 'سعر مناسب الى حد ما\nread more'}, {'reviewer': 'bassam mohamed', 'rating': '5.0 ', 'date': 'reviewed in egypt on 30 november 2023', 'review': 'التلفون جميل جدا و عملي و شكله تحفة و قيمه مقابل سعرممكن الكاميرا مش احسن حاجه في احسن منها بس في العموم تحفة لو الإضاءة كويسةو التلفون عموما رائع\nread more'}, {'reviewer': 'khaled ibrahem', 'rating': '4.0 ', 'date': 'reviewed in egypt on 3 september 2024', 'review': 'جهاز فوق الممتاز ولكن ينقصه خاصية ال nfc\nread more'}, {'reviewer': 'user', 'rating': '5.0 ', 'date': 'reviewed in egypt on 5 december 2023', 'review': 'شكل واداء مناسب للسعر بس الكاميرا مانت ممكن تكون افضل شوية بس هو عموما كويس جدا في الفئة السعرية دي\nread more'}, {'reviewer': 'asma', 'rating': '1.0 ', 'date': 'reviewed in egypt on 11 june 2024', 'review': 'جيد\nread more'}]",4.1,15,https://www.amazon.eg/-/en/Realme-Dual-SIM-128GB-Champion-Gold/dp/B0C5XJ2HRM/ref=sr_1_43?dib=eyJ2IjoiMSJ9.CT47HzzsameEhv4VG9ziCNr83B385B18XUc79KTKALyzxZRTPFV4hS8eFc2n6poBjtS054damKztM0jkPz2z5X2kv1GDujxgfXnV_ZZIV-XhrovRg0OfINSBhtc1cbRoOvMoJnQxt2etlKYhVcJpcFo0MCbUUEgl-UCEDvzVQZexKCVIRFBlklmOuFgDaUT2znzZDkTQKjbWIKjaTHoqDBp3Ym4v8IwkPDH2Xamrhd1VRRTFJqAXY_3ZTMOnMhkeaDVdS42jeCFeDvlkU0pHYPDsxKg18Cg8hlQjfZTJtWc.NxmovNhoQhoz2TzjDWoOAeKnSjhuOXDnxWoOn97QVqA&dib_tag=se&qid=1726502604&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-43,https://m.media-amazon.com/images/I/71uqxJZTm-L.__AC_SX300_SY300_QL70_ML2_.jpg,b0c5xj2hrm,1 lithium polymer batteries required. (included),rmx3760
9/16/2024,amazon_egy,mobile phones,xiaomi,13c,xiaomi redmi 13c (8gb ram + 256gb ram) 168 x 78 x 8.1 mm midnight black,6345,"miui 12.5, android 11.0",8 gb,256 gb,6.74 inches,720 x 1600,90,,wi-fi,snapdragon,midnight black,unlocked for all carriers,,"[{'reviewer': 'gamal mansy', 'rating': '5.0 ', 'date': 'reviewed in egypt on 26 august 2024', 'review': 'هل يدعم خاصية ال nfc\nread more'}, {'reviewer': 'abuelhassan elasd', 'rating': '5.0 ', 'date': 'reviewed in egypt on 31 march 2024', 'review': 'تليفون جميل\nread more'}, {'reviewer': 'محمد', 'rating': '5.0 ', 'date': 'reviewed in egypt on 25 april 2024', 'review': 'ممتاز بالنسبة لسعره\nread more'}, {'reviewer': 'guzz', 'rating': '5.0 ', 'date': 'reviewed in mexico on 7 may 2024', 'review': 'es un excelente teléfono de gama media/baja pero aún así compite dignamente con cualquiera de gama media/alta ya que la memoria 8 gb/ram permite que los videojuegos corran sin problema alguno y la gran capacidad de la rom (256gb) en este caso, permite almacenar sin problemas fotos, audio y videos en hd con opción de una memoria externa microsd para expandirla aún más, la calidad fotográfica es muy buena y el altavoz es muy bueno, personalmente lo recomiendo sin duda alguna. saludos!!\nread more'}, {'reviewer': 'h.-m. gläß', 'rating': '5.0 ', 'date': 'reviewed in germany on 12 august 2024', 'review': 'mein altes mobiltelefon ist feucht geworden und meinte, nicht mehr funktionieren zu müssen. also musste ein neues her. da gerade kein neues telefon geplant war etwas preiswertes. nach zwei wochen nutzung kann ich sagen - tolles teil für kleines geld und von mir eine klare kaufempfehlung. allein die akkulaufzeit - bei für mich normaler nutzung 2 - 2,5 tage. mit meinem a51 war ich vorher froh wenn ich 1,5 tage geschafft habe. alle apps die ich benötige funktionieren anstandslos. und endlich muss ich mir mal keine sorgen über den speicherplatz machen. einziger wermutstropfen - ich kann meine smartwatch nicht mehr zum entsperren nutzen. aber das ist ein luxusproblem...\nread more'}]",4.3,,https://www.amazon.eg/-/en/Xiaomi-Redmi-13C-256Gb-Midnight/dp/B0CNRQRJKM/ref=sr_1_59?dib=eyJ2IjoiMSJ9.3AXAprffHpcSWET0nju_H0H1L_JjfgkKOqQoWUnWJkFehfjFdJHBgCdFbrEuSRBtfhj9ABudqe1ShyPxgRfPE-glTOFqri8Ln9OZlJ-jgnij5PBzXcrx2OIyge253a0Tcyd-yROxv79p20GtbaN0_g_0lfogPEBAGxy-EXMTcZ-mXCSb65MONxK4BM-bqWYZ_E4POCArYNfrCEys441rk96AW_sYMcsE5oyeiecDwQ0-tIvkOgZ50X273b5Rs0c244NB6vuguoD1hzBjTBQK4inWyc_J0Xr5O3OdgXB4TcM.mNf_5tA7bjCAFy0OSKHjaLdf6drmrblZoj9dlKad1vo&dib_tag=se&qid=1726502606&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-59,https://m.media-amazon.com/images/I/51O4eb7IRTL.__AC_SX300_SY300_QL70_ML2_.jpg,b0cnrqrjkm,1 lithium polymer batteries required. (included),redmi 13c
9/16/2024,amazon_egy,mobile phones,oppo,a38,"oppo a38 android smartphone, dual sim mobile phone, 6gb ram, 128gb storage, black (uae version)",,android 10.0,6 gb,6 gb,6.56 inches,720 x 1612,,,"bluetooth, usb",snapdragon,black,etisalat,4g,"[{'reviewer': 'ادم', 'rating': '1.0 ', 'date': 'reviewed in egypt on 19 july 2024', 'review': 'المنتج جي مكسور وغير الطلبة ابعت الفلوس او الفون الحقيقي\nread more'}]",3,,https://www.amazon.eg/-/en/OPPO-A38-128GB-Storage-Black/dp/B0CSFS2R4X/ref=sr_1_121?dib=eyJ2IjoiMSJ9.iougLSfZdjhK9FhM3jNBxcA0y45gtbJL_ZpfOx17BWTufTDmWSIuIxGjrxetvS5FTHh588ZlAzhdH0IiIzMpbczkSHjbDTtOuVWs32DoVBqUGSXPz4S4V8bejx7QlXZnLAQfXBfvJ-V1Qil8JL8Uj2hNuDX15wLIznuZnl-Z_7ygIqkaWLLvsYeE0jejxvjTGK0WWGp70-FnbCqJ4p79K2p1GW3d2d4u31VLC84LXRYI2gh5GfH4xSIaVS80u_sOqQ83-X2ewLwiprPHHjyoZGbW_nWtgfzrw9yKGdXD7sQ.hY8jzW8sl3JQfanr535b7JaInStZ44S0ad1o_TYWHeA&dib_tag=se&qid=1726502652&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-121,https://m.media-amazon.com/images/I/81umRsae34L.__AC_SX300_SY300_QL70_ML2_.jpg,b0csfs2r4x,,"oppo a38 6gb ram, 128gb storage, black"
